id,time,side,grade,pattern,entry,sl,tp1,rng10,body_p,htf,result,exit,pips
1780668760,2026-06-05 16:12,LONG,A+,zone-bounce rejection,4368.64,,,149,8,"4366.29 (4H+D, x2)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL); counter-DOWN no-room
1780669456,2026-06-05 16:24,SHORT,A+,support-trendline break,4359.67,4365.51,4351.33,122,66,round 4360.0,rejected,,"No room + bouncing: price AT round-number support 4360 (nextS=4360=current price, VPOC/VAL 4363.8), TP1 4351 below support with no clean room. 31p BULL candle just printed, RSI recovering 32->37 — the bounce off the 4360/daily-zone is STARTING. Shorting into round support as it turns up = wrong. Watching for a confirmed reversal long instead."
1780669631,2026-06-05 16:27,LONG,B (open space),CRT sweep+reclaim,4357.52,,,174,11,open,auto-skip,0.58,neg R:R 0.58 (TP1 < 0.8×SL)
1780669787,2026-06-05 16:29,LONG,A+,CRT sweep+reclaim,4360.84,,,174,15,round 4360.0,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780670201,2026-06-05 16:36,LONG,B (open space),CRT sweep+reclaim,4353.34,4348.28,4361.77,144,1,open,rejected,,"Grade B counter-trend long, gold now 4353 (broke below 4360). Regime DOWN, ER0.94 downside, RSI 37.6. Falling-knife B-grade catch — the 4360 bounce failed, price kept dropping. Skip; wait for a CONFIRMED reversal (reclaim + strong bull candle), not a B-grade mid-fall catch."
1780670873,2026-06-05 16:47,LONG,B (open space),CRT sweep+reclaim,4352.77,4346.84,4361.24,100,4,open,rejected,,"Grade B counter-trend long, gold 4352 still DOWN regime ER0.95 downside, RSI 45. B-grade knife-catch — no confirmed reversal. Skip."
1780671214,2026-06-05 16:53,LONG,A+,momentum impulse,4363.95,4358.06,4372.37,204,44,"4366.29 (4H+D, x2)",rejected,,"Bounce REJECTED at EMA50 — price 4361 hit EMA50 (4362.5) resistance and a STRONG 47p BEAR candle printed, RSI rolling over 62->56, regime DOWN. Momentum-impulse long already failed at resistance; system flipped to watching a SHORT. Not the reversal up — the bounce got sold. Skip."
1780671599,2026-06-05 16:59,LONG,A+,zone-bounce rejection,4369.37,,,150,18,"4366.29 (4H+D, x2)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL); counter-DOWN no-room
1780671934,2026-06-05 17:05,SHORT,A,CRT sweep+reclaim,4365.33,4370.95,4357.3,130,22,"4366.29 (4H+D, x2)",rejected,,"Short inverted — price bounced to 4367.7 (above entry) on a 16p BULL candle, RSI rising to 60, RECLAIMED EMA50 (4364). Now on 4H+Daily support 4366.29 (x2), nextS 4366.69 ~1p = NO room. Shorting into major HTF support as price bounces = wrong. This is the LONG side setting up off the 4H/D support zone — watching for a confirmed reversal long. Skip the short."
1780673553,2026-06-05 17:32,LONG,B (open space),resistance-trendline break,4354.88,4349.45,4360.74,92,34,open,rejected,,"Grade B counter-trend long, gold 4354 (4366 support broke again), DOWN regime ER0.6, RSI 49. B-grade knife-catch, no confirmed reversal. Skip."
1780674393,2026-06-05 17:46,LONG,C-into-zone,CRT sweep+reclaim,4339.9,4335.09,4347.25,143,12,round 4340.0,rejected,,"Downgraded to grade C on chart — LONG into HTF resistance round 4340, counter-DOWN. Counter-trend, price below ALL EMAs (4351/61/82), weak trigger (12p bull, strong=False, vol_ok=False), still lower lows. No confirmed reversal. Real support is VPOC/VAL 4335 just below — a CONFIRMED reversal off 4335 would be the long, not this grade-C poke into resistance. Skip."
1780675354,2026-06-05 18:02,SHORT,A+,support-trendline break,4335,4339.92,4327.98,74,35,VPOC,rejected,,"Chasing the breakdown low, not a rally rejection. Broke VPOC 4335 to 4332 (with-trend, open room) BUT RSI 30.76 = oversold, weak 3p bear candle (strong=False, vol_ok=False), signal dissipated. After ~135p drop, shorting the low at RSI 30 = chasing into capitulation, high snap-back. The winner sold a RALLY rejection at RSI 44 — this is the opposite. Wait for a bounce to short."
1780675653,2026-06-05 18:07,LONG,B (open space),CRT sweep+reclaim,4335.49,4330.84,4342.13,109,1,open,rejected,,"Grade B counter-trend long at the VPOC 4335, DOWN regime ER0.73 downside, RSI 40. B-grade knife-catch, no confirmed reversal. Skip — wait for a confirmed reclaim + strong bull candle off the value floor."
1780675834,2026-06-05 18:10,LONG,A+,CRT sweep+reclaim,4330.97,4327.04,4337.52,102,13,round 4330.0,rejected,,"Counter-trend A+ long at a FRESH new low 4330 (below VPOC 4335), DOWN regime ER0.77 downside, RSI 34.8. Gold still making lower lows — knife-catch, no confirmed reversal. Skip until a real reclaim + strong bull candle."
1780676073,2026-06-05 18:14,LONG,B (open space),CRT sweep+reclaim,4334.55,4330.04,4341.0,102,18,open,rejected,,"Grade B counter-trend long at the 4335 floor (DOWN regime ER0.71 downside). B-grade knife-catch, no confirmed reversal — skip."
1780677335,2026-06-05 18:35,LONG,A+,CRT sweep+reclaim,4326.45,4322.9,4332.37,104,17,VPOC,rejected,,"Counter-trend A+ long at a FRESH new low 4326 (gold still making lower lows), DOWN regime ER0.66 downside, RSI 41. Knife-catch, no confirmed reversal. Skip until a real reclaim + strong bull candle."
1780679914,2026-06-05 19:18,LONG,A+,CRT sweep+reclaim,4340.9,4337.2,4346.18,67,13,round 4340.0,rejected,,ER 0.23 = CHOP (<0.3 floor) — hard reject. Plus counter-trend (DOWN regime). Gold whipsawing in chop — no edge. Skip.
1780680100,2026-06-05 19:21,LONG,A+,CRT sweep+reclaim,4341.09,,,67,40,round 4340.0,auto-skip,1.43,dead chop ER0.15 (<0.2)
1780680710,2026-06-05 19:31,SHORT,C-into-zone,CRT sweep+reclaim,4341.48,,,74,6,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL); dead chop ER0.16 (<0.2)
1780681534,2026-06-05 19:45,SHORT,A,CRT sweep+reclaim,4342.92,4346.39,4337.96,75,18,open,rejected,,"Shorting INTO support, not a rejection. Price 4341 at EMA50/100 (4340) acting as support (HTF @S EMA50, nextS 4340 ~1.5p below = no room). Last candle 4p BULL ticking up at support, strong=False/vol_ok=False, RSI 50. Poking the EMA50/round support — likely to bounce, not break, here. Wait for a break+retest of 4340 to short toward VPOC 4323."
1780681955,2026-06-05 19:52,LONG,A+,CRT sweep+reclaim,4340.39,4337.44,4345.28,96,4,round 4340.0,rejected,,"Long failing — price slipped to 4339.44, now BELOW the EMA50/100 cluster (4340) on a bear candle, RSI declining 47->43.76. The 4340 support broke (now resistance); system flipped to flagging a SHORT. Counter-trend long losing the level — skip. Break+retest short toward VPOC 4323 is the setup now."
1780682133,2026-06-05 19:55,LONG,A+,CRT sweep+reclaim,4340.05,4337.15,4344.89,54,8,EMA50,rejected,,"Same counter-trend long at the broken 4340 level (rejected a min ago). DOWN regime, RSI 46.7, no reversal confirmation — price keeps losing 4340. Skip until a confirmed reclaim + strong bull candle."
1780684114,2026-06-05 20:28,SHORT,A,momentum impulse,4323.3,4326.46,4318.79,74,23,VPOC,rejected,,"Triple reject: ER 0.25 = CHOP (<0.3 floor), RSI 30.8 = oversold (chasing the low), price 4323 AT the VPOC/VAL 4323 floor (no room). Shorting capitulation into support in chop — no edge. Skip."
1780684593,2026-06-05 20:36,SHORT,A+,support-trendline break,4322.5,4325.67,4317.98,76,23,VPOC,rejected,,"Same as the 4323 short rejected minutes ago — RSI 33 chasing the breakdown low, ER 0.32 marginal (barely above chop), at/below the VPOC/VAL 4323 floor with no room. Shorting capitulation into the value floor — no edge. Skip."
1780684833,2026-06-05 20:40,LONG,B (open space),CRT sweep+reclaim,4324.66,4321.49,4329.19,86,10,open,rejected,,"Grade B counter-trend long, ER 0.3 (chop floor), DOWN regime. B-grade fade in chop — no edge. Skip."
1780686055,2026-06-05 21:00,SHORT,A,support-trendline break,4318.27,,,99,40,open,auto-skip,0.44,neg R:R 0.44 (TP1 < 0.8×SL)
